verse_id,average_difficulty
4704,0.11685131656022267
4705,0.09717204639156289
4706,0.0678566573945571
4707,0.07495756204721377
4708,0.05767681357630996
4709,0.054794118222665535
4710,0.07228124850798032
4711,0.07911180463230953
5358,0.04982371489576964
5359,0.05591287307566746
5360,0.0581072486309783
5361,0.051365223182948234
5362,0.035350903385287936
5363,0.048332553516693695
5364,0.08879094584622953
5365,0.07875977760018396
5366,0.05766658018807887
5367,0.07632505501229735
5368,0.05308074948873367
5369,0.055328355931063514
5370,0.07252016973565227
5371,0.059972759616542165
5372,0.07372324386281745
6008,0.17041048007890267
6009,0.13953661856422145
6010,0.06578391187919577
6011,0.07753048012814334
6231,0.3508611977193642
6232,0.0847995196909726
6233,0.08610796005287563
6234,0.18012861478927647
6235,0.16718578066458412
6236,0.11278751531924788
6226,0.27101432886531135
6227,0.06414997609937118
6228,0.1070493114208108
6229,0.13710954741735357
6230,0.10529665913633193
4325,0.3748240837313452
6024,0.15413029446491056
6025,0.06720686600245376
6026,0.04909531177408531
6027,0.08848149334107935
6028,0.08757144789572067
6029,0.07373007153394337
6030,0.06669283893303916
6031,0.06100362573403705
6032,0.05339708628618717
6033,0.06151492876412589
6034,0.05707857701263659
6035,0.06495311669648766
6036,0.02430222265182736
6037,0.07680979112676906
6038,0.04804119026350055
6039,0.059224934255423384
6040,0.16982831437829335
6041,0.06733840865822288
6042,0.12903754425140937
6043,0.0622622348021449
5994,0.11104541520707426
5995,0.03502932055707402
5996,0.05210480019974009
5997,0.05145981349721844
5998,0.06760358227314822
5999,0.07174926599148557
6000,0.04862294394104033
6001,0.09109568861619631
6002,0.09539139706372123
6003,0.05623106953925495
6004,0.061888195619692894
6005,0.06111350417804229
6006,0.0638956173010049
6007,0.052740450036048055
6012,0.0653984151050467
6013,0.05876317300631562
6014,0.06674602360619897
6015,0.06246506100291914
6016,0.1450684057640327
6017,0.06972470890674975
6018,0.06884676867414719
6019,0.05114526725342494
6020,0.06800507560687419
6021,0.07078363001467788
6022,0.04624049094405233
6023,0.04476990858791744
5633,0.05229008948930568
5634,0.04000674302970912
5635,0.03428983541360988
5636,0.06797592925121217
5637,0.06043253216354982
5638,0.0517833719403868
5639,0.05561274045387284
5640,0.06438965848400449
5641,0.06691067030723692
5642,0.06316613597160077
5643,0.05894173450482822
5644,0.03790359105878388
5645,0.06116949900986653
5646,0.0542697490764266
5647,0.06223088742351502
6091,0.15499598105722473
6092,0.06317751838809953
6093,0.05555334866256322
6094,0.05496470946981
6095,0.06343650910513304
6096,0.058771476714063776
6097,0.058417852735315814
6098,0.05995629931490067
6080,0.11754114185241524
6059,0.14420720505294435
6060,0.062267116540959906
6061,0.0802397227453924
6062,0.049296497728819645
6063,0.0684101999174209
6064,0.048131965190329494
6065,0.05856730968202876
6066,0.07083703538251641
6067,0.051719722963656
6068,0.06692388267249881
6069,0.09689463634793037
6070,0.05407252016696803
6071,0.08565565685515118
6072,0.07256777972168023
6073,0.07790810951739773
6074,0.055573523993563426
6075,0.06360791891782684
6076,0.07218379019488716
6077,0.08864805698708902
6078,0.087170275327892
6079,0.041733197995292265
5218,0.49506598016313375
5219,0.33539339649486827
5220,0.2031656181593816
5221,0.33789142144418916
5222,0.15956249550012971
6044,0.1390845593692958
6045,0.0621287874561215
6046,0.06658163632112168
6047,0.06638150153035906
6048,0.06614596392891291
6049,0.061395025901861584
6050,0.05468006139052339
6051,0.08335706071308972
6052,0.05468697633882412
6053,0.05661218861652938
6054,0.06371024698580277
6055,0.05469667549019467
6056,0.12194583336343495
6057,0.15691465367015617
6194,0.1990830564245399
6195,0.15474725819681845
6196,0.12007009901479147
6197,0.17334884513607735
6189,0.2555947048480331
5849,0.12786472995848805
5850,0.1279974163031003
5851,0.10125230144833247
5852,0.09383750251963763
5853,0.026513876402613355
5854,0.0765266141310115
5855,0.07368033473541799
5856,0.046862060614831724
5857,0.03021410981500227
5858,0.05205292984336173
5859,0.06671634219273641
5860,0.07182807203888061
5861,0.11045379729598064
5862,0.10563437622505961
5863,0.0919659679219142
5864,0.05954521342332924
5865,0.08995367134669627
5866,0.0868686481925997
5867,0.05732848543171266
5868,0.032162477476750606
5869,0.046070855368114436
5870,0.05917057875845849
5871,0.059837313608321396
5872,0.08365392810921676
5873,0.05725128345715095
5874,0.11722994376693217
6099,0.13208484067418877
6100,0.036175554536840814
6101,0.06091814633905407
6102,0.10378429688674962
6103,0.06986690166129698
6104,0.1613143924351169
6105,0.06511743723456626
6106,0.08744782142036425
6158,0.12721253258631904
6159,0.042833571580235416
6160,0.08076728105457727
6161,0.12163445450554682
6162,0.11054507845483882
6163,0.07942610799825593
6169,0.1602237795613376
6170,0.06949809893307435
6171,0.05891444912599444
6172,0.06796115000679186
6173,0.09405086051191859
6174,0.05152527847909674
6175,0.08511061933187919
6176,0.10301708903373932
4219,0.09439082425234585
4220,0.06698871080782653
4221,0.11893665430470429
4222,0.11476775579493238
4223,0.2650165144297581
4224,0.207716136165461
4225,0.09869860147751666
4226,0.10630665144326439
4227,0.1570240884031144
4228,0.18561623360651958
4229,0.18277689413317477
4230,0.24277245030212954
4231,0.1052025020067786
4232,0.24168956815011455
4233,0.26138706150414337
6222,0.21865319832648117
6223,0.06692062688399421
6224,0.08862009908517715
6225,0.11389449179086043
6217,0.22934178079787465
6218,0.1287266056566116
6219,0.10226710509365733
6220,0.11488506328795452
6221,0.1062393612154443
6214,0.2528748448353353
6215,0.1970943318263062
6216,0.19073431561186477
6177,0.13563843958395166
6178,0.08066568661173291
6179,0.2804090340755252
6208,0.23281903096479709
6209,0.09521373420121748
6210,0.13000177114932843
6211,0.1150997610468116
6212,0.12638732660817778
6213,0.09624636689785522
5968,0.15989180444788773
5969,0.06257073023797892
5970,0.04484262009457652
5971,0.0577403609634457
5972,0.061370798211222585
5973,0.08149474284813442
5974,0.07897261986409992
5975,0.057913431145129625
5976,0.04707485961651601
5977,0.04130844722504848
5978,0.06107858783828981
5979,0.04831327908658894
5980,0.05255866855697241
5981,0.04820521329088443
5982,0.04671401012105916
5983,0.04738125116969688
5984,0.094726545212426
5985,0.061823904621225424
5986,0.06816050495614362
5987,0.060090679925826916
5988,0.05694133500326877
5989,0.050627485362390874
5990,0.045595538117094464
5991,0.07755738163427511
5992,0.045961010472008845
5993,0.06223283162243378
5949,0.14303028537443804
5950,0.04650204845769236
5951,0.05049831280449834
5952,0.06366965093515022
5953,0.05454350856112821
5954,0.06934807510968323
5955,0.13525126677960003
5956,0.051846392207293125
5957,0.07499830666915962
5958,0.0551345691160565
5959,0.059204927859511966
5960,0.07924784767438237
5961,0.07816094499323412
5962,0.04590051568423536
5963,0.05455299902308203
5964,0.0817852737791636
5965,0.060418280543785605
5966,0.07210921880813287
5967,0.06994144785436934
5932,0.14387379736666667
5933,0.06857855946955782
5934,0.047322655742532936
5935,0.08171353674264582
5936,0.0788613718901951
5937,0.05039150665067392
5938,0.09172223124280864
4608,0.5254084408426398
4609,0.3531764823075611
4610,0.301305104987107
4611,0.14487060438760177
4612,0.6667753053078068
4980,0.12271759998935877
4981,0.05585301245104125
4982,0.037162381253881036
4983,0.05202766822020935
4984,0.048311764559597195
4985,0.05204118342438926
4986,0.059438217216380436
4987,0.09464755689764856
4988,0.09464755689764856
4989,0.05889415465784977
4990,0.04501662700864162
4991,0.041696659656289006
4992,0.04264927373301882
4993,0.04960939618315153
4994,0.04517402559820462
4995,0.07213346427998286
4996,0.06559312351029817
4997,0.07552426085888521
4998,0.06862098275149077
4999,0.05079578979479363
5000,0.05017294101454687
5001,0.022011362674105372
5002,0.05789933007010801
5003,0.05491957909938361
3646,0.20798829369431882
3647,0.1618519900973353
3648,0.21487235625786663
3649,0.3541146241689332
5623,0.1388242568348746
5624,0.055495206787027386
5625,0.05541379222121953
5626,0.05479755240697712
5627,0.05417849323818727
5628,0.04122166195517554
5629,0.0624886019632075
5630,0.05680916594848573
5631,0.05634675496346411
5632,0.057715416746911115
5648,0.04160566158982407
5649,0.12623489713212463
5026,0.13335760730367735
5027,0.0421238014431828
5028,0.053358197594513296
5029,0.06778776616714503
5030,0.0763226095837222
5031,0.05225677521123042
5032,0.052141150349060854
5033,0.05827498692747597
5034,0.046007313770645715
5035,0.048968537128290565
5036,0.06495096819278597
5037,0.055334436983585485
5038,0.08133493589474912
5039,0.09907424134072493
4326,0.07023394974925468
4327,0.043201236032157905
4328,0.09969686003065739
4329,0.08551721192735026
4330,0.11066854138213741
4331,0.0697195123414193
4332,0.09559861527175981
4333,0.09749680212609758
4334,0.1567823310889475
4335,0.1460857852034967
4167,0.3230323692049097
4168,0.28570520704919355
4169,0.1259319301261713
4170,0.28201411083546957
4171,0.11525492753754195
4172,0.1455513922638572
4173,0.2636977873890771
4348,0.2126833823089395
4349,0.16326515367746147
4350,0.10030222898593757
4351,0.11148213724234843
4352,0.06166003737585238
4353,0.08750939135010806
4354,0.10497437085856917
4355,0.10019015567029968
4356,0.12074772041022237
4357,0.35347719938814415
4358,0.24761151110613772
5592,0.19571227454164383
5593,0.15928056738996316
5594,0.10330375464046755
5595,0.10944481964345806
5596,0.11097913679050081
5597,0.09006055793168437
5598,0.09164644403604087
5599,0.09758065887864015
5600,0.10501938730093212
5601,0.07965787139363945
5602,0.10286591630900183
5603,0.06552536635183949
5604,0.12108789820064926
5605,0.09575845589926199
5606,0.10473102323111025
5607,0.06448283439100086
5608,0.0847820017914878
5609,0.05213599049258309
5610,0.13018205588748225
5611,0.08051990730721666
5612,0.16019296916392156
5746,0.07456762838704928
5747,0.07324067131448
